show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,movie_title,release_date,genre,mpaa_rating,total_gross,inflation_adjusted_gross
s105,Movie,Nona,Louis Gonzales,,,"September 17, 2021",2021.0,G,9 min,"Animation, Comedy, Family",A grandmother's plan for a day alone is upended by an unexpected visit from her granddaughter.,,,,,,
s106,Movie,Smoky Mountain Park Rangers,,Peter Jessop,,"September 17, 2021",2021.0,TV-PG,42 min,"Animals & Nature, Documentary",Park Rangers protect the wildlife in Great Smoky Mountain National Park.,,,,,,
s107,TV Show,Life Below Zero,,"Chip Hailstone, Agnes Hailstone, Sue Aikens, Andy Bassich",United States,"September 15, 2021",2012.0,TV-14,16 Seasons,"Action-Adventure, Animals & Nature, Docuseries","Experience life deep in Alaska where the primal way lives on – brave the wild, fight the freeze.",,,,,,
s108,TV Show,Miraculous: Tales Of Ladybug & Cat Noir,,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen","France, South Korea, Japan, United States","September 15, 2021",2015.0,TV-Y7,1 Season,"Action-Adventure, Animation, Fantasy",Superheroes Ladybug and Cat Noir protect the city.,,,,,,
s109,TV Show,Unknown Waters with Jeremy Wade,,Jeremy Wade,,"September 15, 2021",2021.0,TV-14,1 Season,"Animals & Nature, Docuseries","Angler and adventurer, Jeremy Wade, explores the greatest river system in the world.",,,,,,
s110,Movie,Far Away From Raven’s Home,,"Raven-Symoné, Issac Ryan Brown, Navia Robinson, Jason Maybaum, Sky Katz, Anneliese van der Pol",,"September 10, 2021",2021.0,TV-G,11 min,Comedy,Our gang is off for an exotic vacation of a lifetime!,,,,,,
s111,Movie,Pirates of the Caribbean: On Stranger Tides,Rob Marshall,"Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush, Kevin R. McNally, Sam Claflin","United States, United Kingdom","September 10, 2021",2011.0,PG-13,140 min,"Action-Adventure, Fantasy",A woman from his past uses Jack to help find the fabled Fountain of Youth.,,,,,,
s112,Movie,Twenty Something,Aphton Corbin,"Kaylin Price, Ariana Brown, Aliyah Taylor, Janelle LaSalle, Napoleon Highbrou",United States,"September 10, 2021",2021.0,PG,11 min,"Animation, Family","Adulting is hard. One day you're nailing it, the next you're a stack of kids hiding in a trenchcoat.",,,,,,
s113,TV Show,"Doogie Kamealoha, M.D.",,"Peyton Elizabeth Lee, Emma Meisel, Matthew Sato, Wes Tian, Jeffrey Bowyer-Chapman, Mapuana Makia",United States,"September 8, 2021",2021.0,TV-PG,1 Season,"Comedy, Coming of Age, Family",A 16-year-old prodigy juggles her budding medical career with the daily challenges of teenage life.,,,,,,
s114,TV Show,"Mira, Royal Detective",,"Leela Ladnier, Utkarsh Ambudkar, Roshni Edwards, Kal Penn, Kamran Lucas",United States,"September 8, 2021",2020.0,TV-Y,2 Seasons,"Animation, Fantasy, Kids",Mira is the new royal detective in the land of Jalpur!,,,,,,
s115,TV Show,Pepper Ann,,"Kathleen Wilhoite, Clea Lewis, Danny Cooksey, Pamela Segall, April Winchell, Don Adams",United States,"September 8, 2021",1997.0,TV-Y,3 Seasons,"Animation, Comedy, Coming of Age",Pepper Ann Pearson is a teenage girl on an eternal quest for coolness.,,,,,,
s116,TV Show,The Incredible Dr. Pol,,"Rick Robles, Dr. Pol",United States,"September 8, 2021",2011.0,TV-14,19 Seasons,"Animals & Nature, Docuseries, Family",Dr. Pol and his team handle challenging veterinary cases and animal emergencies in central Michigan.,,,,,,
s117,Movie,Happier Than Ever: A Love Letter to Los Angeles,"Robert Rodriguez, Patrick Osborne","Billie Eilish, FINNEAS",United States,"September 3, 2021",2021.0,TV-14,66 min,"Concert Film, Music","Billie Eilish makes her Disney+ debut with ""Happier Than Ever: A Love Letter to Los Angeles.""",,,,,,
s118,Movie,X-Men: Dark Phoenix,Simon Kinberg,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Sophie Turner, Tye Sheridan","United States, Canada","September 3, 2021",2019.0,PG-13,115 min,"Action-Adventure, Family, Science Fiction","When Jean Grey transforms into the Dark Phoenix, the X-Men unite to face their greatest enemy yet.",,,,,,
s119,TV Show,Alaska Animal Rescue,,Victoria Vosburg,United States,"September 1, 2021",2019.0,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",Conservation heroes rescue and rehabilitate the wild animals of America’s last frontier.,,,,,,
s120,TV Show,Dug Days,,"Bob Peterson, Ed Asner, Jordan Nagai",United States,"September 1, 2021",2021.0,TV-PG,1 Season,"Animation, Comedy, Family","“Dug Days” is a collection of shorts that follows the adventures of Dug, the dog from Pixar’s “Up.”",,,,,,
s121,Movie,Cruella,Craig Gillespie,"Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser, Emily Beecham, Kirby Howell-Baptiste","United States, United Kingdom","August 27, 2021",2021.0,PG-13,137 min,"Crime, Drama","Witness the origin of Disney’s most notorious and notoriously fashionable villain, Cruella de Vil.",,,,,,
s122,Movie,Dan in Real Life,Peter Hedges,"Steve Carell, Juliette Binoche, Dane Cook, John Mahoney, Emily Blunt, Alison Pill",United States,"August 27, 2021",2007.0,PG-13,99 min,"Comedy, Drama, Romance",A relationship expert falls in love with his brother's new girlfriend.,,,,,,
s123,Movie,Disney Princess Remixed - An Ultimate Princess Celebration,Napoleon Dumo,"Txunamy Oriz, Natalie Peyser, Dara Reneé, Frankie Rodriguez, Julia Lester, Ruth Righi",,"August 27, 2021",2021.0,TV-G,22 min,"Family, Music, Variety",Celebrate the timeless music of Disney Princess!,,,,,,
s124,Movie,Marvel One-Shot: All Hail the King,Drew Pearce,"Ben Kingsley, Scoot McNairy, Lester Speight, Sam Rockwell, Matt Gerald, Allen Maldonado",United States,"August 27, 2021",2014.0,TV-14,14 min,"Comedy, Drama, Thriller","Locked up in prison, infamous icon Trevor Slattery agrees to meet with a documentary filmmaker.",,,,,,
s125,Movie,Underdog,Frederik Du Chau,"Jason Lee, Amy Adams, Jim Belushi, Peter Dinklage, Patrick Warburton, Alex Neuberger",United States,"August 27, 2021",2007.0,PG,85 min,"Action-Adventure, Family, Parody",A super-powered beagle tries to save Capital City from a mad scientist.,,,,,,
s126,TV Show,Dr. K's Exotic Animal ER,,"Dr. Susan Kelleher, Art Edmonds",,"August 25, 2021",2014.0,TV-14,9 Seasons,"Animals & Nature, Docuseries, Family",Dedicated veterinarians treat a colorful array of exotic pets in south Florida.,,,,,,
s127,TV Show,Gigantosaurus,,"Dylan Schombing, Áine Sunderland, Nahanni Mitchell, Nicholas Holmes",France,"August 25, 2021",2018.0,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids",Four dinos explore the mystery of the Gigantosaurus!,,,,,,
s128,TV Show,Life Below Zero: Next Generation,,Mocean Melvin,United States,"August 25, 2021",2020.0,TV-14,2 Seasons,"Action-Adventure, Animals & Nature, Docuseries",The next generation of Alaskans struggle to survive without modern-day comforts.,,,,,,
s129,Movie,Eragon,Stefen Fangmeier,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich, Garrett Hedlund","United States, United Kingdom, Hungary","August 20, 2021",2006.0,PG,104 min,"Action-Adventure, Family, Fantasy","In a mythical time, a teenage boy becomes a dragon rider and embarks on a journey of adventure.",,,,,,
s130,TV Show,Growing Up Animal,,Tracee Ellis Ross,,"August 18, 2021",2021.0,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Magical stories of baby animals on the journey from womb to the wild.,,,,,,
s131,Movie,Fantastic Four,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington","United States, Germany","August 13, 2021",2005.0,PG-13,106 min,"Action-Adventure, Family, Science Fiction",Four astronauts develop superpowers and must join forces to protect mankind from doom.,,,,,,
s132,Movie,X-Men,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden",United States,"August 13, 2021",2000.0,PG-13,105 min,"Action-Adventure, Family, Science Fiction","The X-Men, a small band of outcast mutants, fight to save a world that hates and fears them.",,,,,,
s133,TV Show,America's Funniest Home Videos: Animal Edition,,Alfonso Ribeiro,,"August 11, 2021",2021.0,TV-PG,1 Season,Reality,NatGeo meets AMERICA’S FUNNIEST HOME VIDEOS in a hilarious new animal show,,,,,,
s134,TV Show,Chicken Squad,,"Ramone Hamilton, Gabriella Graves, Maxwell Simkins, Yvette Nicole Brown",United States,"August 11, 2021",2021.0,TV-Y,1 Season,"Animation, Kids, Police/Cop",BAGAWK! Say hello to the Chicken Squad.,,,,,,
s135,TV Show,Disney Presents Goofy in How to Stay at Home,,"Bill Farmer, Corey Burton",,"August 11, 2021",2021.0,TV-G,1 Season,"Animation, Comedy, Family","Goofy’s back in a trio of all-new, hand-drawn animated shorts from Walt Disney Animation Studios.",,,,,,
s136,TV Show,Gabby Duran And The Unsittables,,"Kylie Cantrall, Maxwell Donovan, Callan Farris, Coco Christo, Valery Ortiz, Nathan Lovejoy",United States,"August 11, 2021",2018.0,TV-G,2 Seasons,"Comedy, Family, Science Fiction","Meet Gabby Duran, your average alien-babysitting girl.",,,,,,
s137,TV Show,What If...?,,,,"August 11, 2021",2021.0,TV-14,1 Season,"Action-Adventure, Animation, Anthology",“What If…?” flips the script on the MCU by reimagining events from the films in unexpected ways.,,,,,,
s138,Movie,Beverly Hills Chihuahua 2,Alex Zamm,"George Lopez, Odette Yustman, Miguel Ferrer, Ernie Hudson, Loretta Devine, Jon Huertas",United States,"August 6, 2021",2011.0,G,88 min,"Action-Adventure, Comedy, Family","Papi and Chloe, those talking Chihuahuas, are back... with a few surprises.",,,,,,
s139,Movie,Beverly Hills Chihuahua 3: Viva La Fiesta!,Lev L. Spiro,"George Lopez, Odette Annable, Ernie Hudson, Miguel Ferrer, Kay Panabaker, Tom Kenny",United States,"August 6, 2021",2012.0,G,92 min,"Comedy, Coming of Age, Family","Papi plans a ""Quince"" for the littlest member of his pack.",,,,,,
s140,Movie,Killer Shark vs Killer Whale,,Edward Marcoux,,"August 6, 2021",2021.0,TV-14,44 min,"Animals & Nature, Documentary",Orcas attack white sharks for their livers leaving scientists baffled.,,,,,,
s141,Movie,Mrs. Doubtfire,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Polly Holliday, Lisa Jakub",United States,"August 6, 2021",1993.0,PG-13,126 min,"Comedy, Drama",An eccentric dad dresses as a British nanny so he can care for his kids at the home of their mother.,,,,,,
s142,TV Show,Cesar Millan: Better Human Better Dog,,Dustin Rubin,,"August 4, 2021",2021.0,TV-14,1 Season,"Animals & Nature, Docuseries, Family",Renowned Dog Behaviorist Cesar Millan transforms dogs and pet parents.,,,,,,
s143,TV Show,Walt Disney Animation Studios: Short Circuit Experimental Films,,,,"August 4, 2021",2020.0,PG,2 Seasons,"Animation, Anthology, Family",Welcome to Short Circuit - an experimental short film program at Disney Animation.,,,,,,
s144,Movie,Built for Mars: The Perseverance Rover,Mark J Davis,Steven French,,"July 30, 2021",2021.0,TV-PG,88 min,Documentary,BUILT FOR MARS: THE PERSEVERANCE ROVER follows the birth of the Perseverance rover.,,,,,,
s145,Movie,Garfield,Peter Hewitt,"Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky, Bill Murray, Evan Arnold, Mark Lawrence",United States,"July 30, 2021",2004.0,PG,82 min,"Comedy, Family","Garfield lures Odie out of the house but once he's lost, Garfield springs into action to save him.",,,,,,
s146,TV Show,Chip 'n' Dale: Park Life,,"Matthew Géczy, Kaycie Chase, Bill Farmer, Sylvain Caruso",,"July 28, 2021",2021.0,TV-Y7,1 Season,"Animation, Buddy, Comedy",Two tiny chipmunks have huge adventures while trying to live the good life in a big city park.,,,,,,
s147,TV Show,Critter Fixers: Country Vets,,Sullivan Jones,United States,"July 28, 2021",2020.0,TV-14,2 Seasons,"Animals & Nature, Docuseries, Family",Dr. Hodges and Dr. Ferguson own and operate a bustling veterinary clinic.,,,,,,
s148,TV Show,Disney Junior T.O.T.S.,,"Vanessa Williams, Megan Hilty, Jet Jurgensmeyer, Christian Simon",United States,"July 28, 2021",2018.0,TV-Y,2 Seasons,"Animation, Buddy, Kids",Pip and Freddy are new Junior Fliers at T.O.T.S.!,,,,,,
s149,TV Show,Mickey Mouse Funhouse,,"Bret Iwan, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille, Harvey Guillén",United States,"July 28, 2021",2021.0,TV-Y,1 Season,"Animation, Kids",Mickey Mouse Funhouse is filled with silly adventure!,,,,,,
s150,TV Show,Minnie's Bow-Toons: Party Palace Pals,,"Tress MacNeille, Nika Futterman, Kaitlyn Robrock",,"July 28, 2021",2021.0,TV-Y7,1 Season,"Animation, Kids",Minnie and Daisy open a party planning business!,,,,,,
s151,TV Show,Turning the Tables with Robin Roberts,,Robin Roberts,,"July 28, 2021",2021.0,TV-PG,1 Season,Talk Show,Robin Roberts sits down with iconic Hollywood women for intimate & inspirational conversations.,,,,,,
s152,Movie,Ice Age: The Meltdown,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott, Josh Peck, Queen Latifah","United States, United Kingdom, Australia","July 23, 2021",2006.0,PG,94 min,"Animation, Comedy, Family","Manny, Sid, Diego and Scrat join forces with new friends to save the valley from an epic flood.",,,,,,
s153,Movie,Playing with Sharks,,"Valerie Taylor, Dr. Sylvia Earle, Jeremiah Sullivan, Wendy Benchley, Jean Michel Cousteau, Michele Hall",,"July 23, 2021",2021.0,TV-14,91 min,"Animals & Nature, Biographical, Documentary","""Playing with Sharks"" captures the life of conservationist Valerie Taylor.",,,,,,
s154,Movie,Shark vs. Surfer,Phil Stebbing,Billy Lloyd,,"July 23, 2021",2020.0,TV-14,44 min,"Animals & Nature, Documentary",Shark vs. Surfer visits shark-infested surf spots to relive the harrowing encounters.,,,,,,
s155,Movie,Shark vs. Whale,,Ted Stewart,,"July 23, 2021",2020.0,TV-PG,44 min,"Animals & Nature, Documentary",Marine biologist Ryan Johnson discovers rare behavior of a whale attacking a great white.,,,,,,
s156,Movie,Stuntman,Kurt Mattila,Eddie Braun,,"July 23, 2021",2021.0,TV-14,87 min,Documentary,Stuntman Eddie Braun attempts to complete Evel Knievel's legendary Snake River Canyon rocket jump.,,,,,,
s157,Movie,Walking with Dinosaurs: The Movie,"Barry Cook, Neil Nightingale","John Leguizamo, Justin Long, Tiya Sircar, Skyler Stone, Angourie Rice, Charlie Rowe",,"July 23, 2021",2013.0,PG,88 min,"Action-Adventure, Family, Fantasy",A young dinosaur named Patchi must find his courage to lead the herd.,,,,,,
s158,Movie,What the Shark?,,Robert Davi,,"July 23, 2021",2020.0,TV-PG,44 min,"Animals & Nature, Documentary",What the Shark? dives deep into the environments where adaptation is critical to survival.,,,,,,
s159,TV Show,Behind the Attraction,,Paget Brewster,,"July 21, 2021",2021.0,TV-PG,1 Season,"Docuseries, Family",Behind the Attraction takes you on a wild ride behind Disney Parks' most iconic attractions!,,,,,,
s160,TV Show,Disney The Owl House,,"Sarah-Nicole Robles, Wendie Malick, Alex Hirsch, Tati Gabrielle, Issac Brown, Mae Whitman","United States, United Kingdom","July 21, 2021",2020.0,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anime",Luz stumbles upon a portal to a magical new world.,,,,,,
s161,TV Show,Meet Spidey and His Amazing Friends (Shorts),,"Ben Valic, Melanie Minichino",,"July 21, 2021",2021.0,TV-Y,1 Season,"Action-Adventure, Animation, Kids",Meet the friends that help Spidey save the day!,,,,,,
s162,TV Show,Mission Force One,,"Justin Felbinger, Fiona Bishop, Ivy Bishop, Issac Ryan Brown, Sam Lavagnino, Dee Bradley Baker",,"July 21, 2021",2017.0,TV-Y,1 Season,"Action-Adventure, Animation, Kids",Five kids form an elite team to protect the universe!,,,,,,
s163,TV Show,Turner & Hooch,,"Josh Peck, Carra Patterson, Lyndsy Fonseca, Vanessa Lengies, Brandon Jay Mclaren, Anthony Ruivivar",,"July 21, 2021",2021.0,TV-PG,1 Season,"Action-Adventure, Buddy, Comedy",A Deputy Marshal inherits an unruly dog who helps him solve crimes and investigate a family mystery.,,,,,,
s164,Movie,Most Wanted Sharks,,,,"July 16, 2021",2020.0,TV-PG,44 min,"Animals & Nature, Documentary","In Most Wanted Sharks, Jeremiah Sullivan dives into the stories of shark all-stars.",,,,,,
s165,Movie,Secrets of the Bull Shark,,Keston John,,"July 16, 2021",2020.0,TV-14,44 min,"Animals & Nature, Documentary",Secrets of the Bull Shark unravels the mystery of some of the most dangerous predators.,,,,,,
s166,TV Show,Shark Attack Files,,,,"July 16, 2021",2021.0,TV-14,1 Season,"Animals & Nature, Docuseries, Reality",Learn the truth behind the most dramatic shark attacks of our time.,,,,,,
s167,Movie,Shark Attack Investigation: The Paige Winter Story,,,,"July 16, 2021",2021.0,TV-14,44 min,"Animals & Nature, Documentary",A teen survives facing one of the ocean’s deadliest predators.,,,,,,
s168,Movie,Sharkcano,Andy Seestedt,Dan Nachtrab,,"July 16, 2021",2020.0,TV-PG,44 min,"Animals & Nature, Documentary",Dr. Michael Heithaus sets out to reveal the connection between sharks and volcanoes.,,,,,,
s169,Movie,We Bought a Zoo,Cameron Crowe,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Patrick Fugit, Colin Ford, Elle Fanning",United States,"July 16, 2021",2011.0,PG,125 min,"Animals & Nature, Drama, Family",A single dad tries to give his family a fresh start by moving to a home in the middle of a zoo.,,,,,,
s170,Movie,World's Biggest Bullshark,,Jason Hildebrandt,,"July 16, 2021",2021.0,TV-PG,44 min,"Animals & Nature, Documentary","How one of the largest Bull Sharks ever caught, grew to become a giant.",,,,,,
s171,Movie,World's Most Dangerous Shark?,Kevin Bachar,Brain Cade,,"July 16, 2021",2021.0,TV-14,44 min,"Animals & Nature, Documentary",Are Oceanic White Tips the most dangerous of all the sharks?,,,,,,
s172,TV Show,So Random!,,"Tiffany Thornton, Sterling Knight, Brandon Mychal Smith, Doug Brochu, Allisyn Ashley Arm",United States,"July 14, 2021",2011.0,TV-G,1 Season,"Comedy, Coming of Age",A musical sketch comedy show.,,,,,,
s173,Movie,Flicka,Michael Mayer,"Alison Lohman, Tim McGraw, Maria Bello, Ryan Kwanten, Danny Pino, Dallas Roberts","United States, United Kingdom","July 9, 2021",2006.0,PG,95 min,"Animals & Nature, Coming of Age, Drama",A 14-year-old girl befriends a wild filly and tries to rescue the horse from a rodeo entrepreneur.,,,,,,
